"","FEM.CT.1","FEM.CT.2","FEM.CT.3","FEM.CT.4","FEM.CT.5","FEM.CT.6","FEM.CT.7","FEM.CT.8","FEM.CT.9","MALE.CT.1","MALE.CT.2","MALE.CT.3","MALE.CT.4","MALE.CT.5","MALE.CT.6","MALE.CT.7","MALE.CT.8","MALE.CT.9","FEM.AD.1","FEM.AD.2","FEM.AD.3","FEM.AD.4","FEM.AD.6","FEM.AD.7","FEM.AD.8","FEM.AD.9","MALE.AD.1","MALE.AD.2","MALE.AD.3","MALE.AD.4","MALE.AD.5","MALE.AD.6","MALE.AD.7","MALE.AD.8","MALE.AD.9"
"GNAL",6.83145724780974,7.01764320877522,7.67703881436803,8.77651917291304,7.50630355002793,6.76409424548083,6.96737317540977,7.76393904296041,6.64333231330932,7.49005466483132,7.22962173013779,6.06661281646429,8.28073613359548,7.22295480476736,7.56788529602494,6.78803456988634,8.12570023380245,9.00456719353033,9.22519648230854,8.60065000655091,9.17117081995461,8.61315853445841,9.84149156566818,7.87086999906889,8.77651917291304,8.72679389571147,7.31596230259,6.32213357687709,7.22304775308578,8.14766997744966,8.97660850836592,8.24303951862793,7.76143848532138,7.5674785888859,7.98826535116646
"FAM126B",5.97244349176056,6.08512700442859,5.87152321788579,6.49994010891894,6.03820650700438,5.48653336795591,6.20556922052347,5.74877326737399,6.2681502907723,6.87279720981994,5.52344601426939,5.98887641886682,6.93673195194428,6.23113908395202,6.22163458400122,5.61688875835793,6.54458376103741,5.50592765519724,5.52946474710595,4.74165530677871,5.25919022466597,4.9698572668651,6.58011597470594,6.51675129786394,6.49994010891894,4.85838779973276,5.88794379875206,6.26620444940319,6.22461178718848,8.15733486478635,8.03319676496269,6.10846260352991,6.67701314795134,7.02991080422406,6.64373884191834
"FRYL",9.99374788518695,9.83915664097157,10.2168949009193,9.44751825104528,10.2154225248923,9.16441869532811,10.1537953826653,10.2498318548172,9.7467952038914,8.94087285343386,8.99581267919333,10.4816945085199,8.98104289546969,9.35202917639258,9.42343436234117,10.1221408235442,8.8554381421423,7.82644251226314,7.89284330390036,7.2968364498534,7.75101939723861,7.20471578334055,8.95628746833433,9.62872040626141,9.44751825104528,8.46736194801108,10.2596739019547,11.0153796940227,9.93376460005817,8.14727409335393,8.44498890121629,9.35616832215124,10.1163374888883,9.89918065501557,9.63736014889953
"INHBA-AS1",4.01363541266119,3.66322954786529,4.75489200454298,4.55643290071919,4.58032717497485,4.37388005881642,3.81542050632076,3.94557588066931,4.17761919085054,4.70581102378934,4.34351046207678,3.44818626442742,5.4729186596728,5.33020140904103,5.90838608507879,3.99198707551298,6.61209162678875,6.76085714910291,6.27169285238932,6.16293958105374,6.54055581175687,6.3275355878153,6.31816717052664,4.90878358089691,4.55643290071919,5.61993286425216,3.88103773537405,3.89078271433291,4.94635269293715,4.06265327819033,6.10184216640228,4.85165024998789,5.40970828816509,4.5865425814254,4.49829195176351
"ANK2",9.26178710001257,9.40803225216271,9.12045387813385,9.41238553969317,9.30927601572353,9.02382692346849,10.2404592397499,8.48913512943954,8.83768724363617,9.76117641277014,9.27027492967525,8.56003191407551,10.2424058161077,9.61133513748364,9.15245988179388,9.31674660605159,9.5274201166306,8.51095404226609,8.34460234770842,7.36897221661246,8.30554264009784,7.10072000717581,9.45485880665034,9.41426011738051,9.41238553969317,7.48763297873781,8.76030484453358,8.95669810013568,9.58224935322631,9.86267252704684,10.6917546393281,9.31680607932748,9.76304912265622,9.46564793243376,9.59745966279332
"GRB14",4.41288457413333,5.05507685601186,6.90947574438032,7.50316399966885,5.1478366169241,4.47792130514077,4.91333465295329,5.95463023472102,6.27372494744781,5.76597954885545,4.81095777409592,4.41992491226833,7.38974400106431,5.15101797802108,4.78818526265458,4.66921539538758,6.55144357315946,6.45839192237228,6.71653397065246,7.30769757125525,6.08324202619266,5.68478626347268,7.71080338889674,5.87566438993719,7.50316399966885,6.94833029581179,5.48929700617282,4.08562955982418,3.62330867754022,4.3191239103993,6.33410213154773,5.08419933475927,6.02375891842214,5.86050513060681,6.3764546883666
"GRP",5.2800049123026,5.54498495091539,5.42161318711326,5.66147138811613,5.26377335951578,5.44350213697809,5.82232842142847,5.54193228152503,5.14782482538468,5.3840009005279,5.37773555515595,5.02284209409319,6.25740174664472,5.81500790034976,6.56625477426303,5.36480762852458,5.69210825398278,7.17806536931352,7.6927720202157,7.64105944998403,7.57953958564382,7.30552637747128,7.40115355256622,6.38054387891905,5.66147138811613,6.4325139118031,5.307476823121,5.20865163536981,6.14234532158462,5.86233744622405,6.33963436185988,6.01522283633292,6.32971366655976,5.51735335420611,6.97885878058386
"GSPT1",7.95070314321838,8.12597691282352,7.71059324414773,7.25607809799783,7.859750636401,6.38596579656295,8.15616453192503,6.75642043435027,7.33562984068516,7.75362884070236,7.68301935293776,7.85346996536278,7.81699683510501,7.91264689665869,7.85829849819577,7.68237754328522,7.83834245586134,6.91900074774677,6.90072471021318,5.35044308477989,6.61705297203357,5.41256270721921,7.47587221772229,7.88681368721836,7.25607809799783,5.53466335566467,7.77460278338947,7.22466092950115,8.08568100650923,7.75383332186731,8.15444638054124,7.41502559530387,7.96880176331587,7.6510161010697,8.08151574288366
"KCNIP2",5.54171071619903,5.90782546307627,5.76827566938116,5.60608928007836,5.95308931253204,6.27529544233802,6.00029633771169,4.87164217633058,4.71542285372406,6.36861620972016,5.83935580033305,3.9178277183327,7.3152710329545,6.606253941267,7.20558575080878,5.68184488591901,7.64185314818295,8.59953836394532,8.35439590061187,8.14359351924156,9.15955526837504,7.69745137743073,6.78222829943509,6.175575627457,5.60608928007836,8.18082414219919,4.75963807470837,4.92472462840827,6.723619269927,6.47882138278942,7.57778265017326,5.78229775028441,6.6147380925411,6.00224090153586,5.55340886477484
"PRMT2",7.62139198234366,7.64383529276354,7.48573890713577,6.73706056352371,7.51184799919386,6.55298561852723,7.77270398454581,6.66263392484288,8.45296676240741,6.44499975672281,6.76912921788874,7.81801172411958,6.7408382715497,7.17676117568808,7.28064042595101,6.88302439870992,6.97059887820204,5.54583747076885,6.223269637224,5.63399574580989,5.48368130441256,5.78849875464173,6.56915844419199,7.17728336026832,6.73706056352371,5.80701943566449,7.56249545550822,8.77670715335551,7.27279590720562,6.69068413336379,6.60057014710647,6.75511671786707,7.32809540927878,6.88923419461747,7.02797167251921
"ITGA9",7.40689106009886,6.56809573052263,7.79415908227349,6.15179625531475,8.23574237262649,7.14554475651111,6.29338758220584,7.00816302738165,7.78122489578989,7.49221914058832,7.19189135282946,5.91414152040155,7.69146376802957,7.20214999807905,7.86173904464047,6.26909077527694,9.10831014321491,8.60216736690255,8.40524954714954,8.79327777691463,8.26868083512779,8.63067521750924,8.79600836607877,6.39688403065529,6.15179625531475,9.01217870325641,6.9474878854358,6.4786007680366,7.65604019048185,6.78897885721512,6.25324245827549,7.08560212807756,7.18212669266574,6.7099090629597,6.27111682246027
"TRIM23",7.00848113963899,7.16087188089491,7.04376784389326,6.56560394796321,6.92378324906828,6.82536392909173,7.79889040351531,6.14635959693208,6.73991872043491,7.36167697703443,6.46109796034015,7.20112555554791,7.75613057000586,7.16183104281087,6.69096059398458,6.99077622041623,7.24894411327031,5.74541426023595,5.54026464810392,4.72589298409862,5.53125199261556,5.35078578791296,7.35355249895178,7.46490670265869,6.56560394796321,5.26802093843241,6.95543242488418,7.43939187557845,7.46054145557678,7.43380444624862,8.08474342021724,6.6071750767672,7.27315450667922,8.06193923908825,7.550349153357
"KCND2",5.87506267224092,6.47269599537011,6.65021844266526,6.67574393268802,6.61340598454341,4.81912904586312,6.11381362355556,5.92078282569752,7.10464233760205,6.78205957150824,5.96492233726551,5.80900477462296,7.46355783684177,6.76604073980433,6.16041270094993,5.45999938169503,7.86372900989131,8.14975462175074,7.98512021631204,7.77524180665885,7.31823396298339,7.21958488547313,8.34856552995233,7.36192757825754,6.67574393268802,7.34809944812766,5.78164998829527,5.58544941114822,6.31135793485874,6.04084677003284,6.48350521585549,7.12410281039754,6.53962919315879,6.83731443370586,7.16574274183067
"KCNN2",8.41153316349828,8.98966610843529,8.72099267820743,8.21659571258903,8.77947188826204,6.2770675399145,8.75594073783114,7.13347049186984,8.53327538500448,7.80002948729828,6.07324336808073,7.48287207943338,8.88053871004829,8.71532665572492,8.87128186897322,7.37915654106934,9.46144526372017,8.7661871468998,9.37315274182115,8.79805500814174,8.83178232155539,8.74756160636159,9.54876057322429,7.79068007281579,8.21659571258903,9.26162702899379,7.7195816012401,6.05900819931867,8.65951950921183,7.46952010625653,7.4190591120754,7.89339658270271,8.60388444722553,7.30419788068755,7.33239759915143
"MALAT1",10.8806589490225,10.5594346287114,11.3548359371777,10.6279474753092,11.4301829844798,11.3195478593634,10.0958796301461,10.844335489535,11.3403018302062,10.5187985315271,10.3673653363788,10.2889646479854,10.1734280336014,11.3909583737776,10.8078114189475,11.4632731167025,10.2465579052844,8.07544316902948,8.79387319559225,7.8649353650324,8.26282190345659,7.78723401453055,9.90893284724441,10.8875277139564,10.6279474753092,8.89411758291893,11.1589502298136,10.6217560842047,10.9866507372542,10.7798366593411,10.5155109399507,10.6954872322957,11.1084388856274,8.80980477133983,9.85217814982539
"KPNA5",5.87092682763055,6.47487543803448,5.71713566241232,5.23106508841775,5.81363042502846,5.38596548314239,6.31172971873924,5.09638006645843,5.68758511680126,5.90283618127537,5.94439476035167,5.3892441249835,6.3571079457739,5.82893397635572,6.03232248732041,5.76584633414563,6.40575453287266,4.82005549884571,4.97748941969417,4.39566303437157,4.66369532651169,4.76466576917927,6.11770613426947,6.06686548195278,5.23106508841775,4.85838779973276,5.30632211507904,6.23546712313717,5.97410749015628,6.42251206875566,6.83261378655022,5.47649967836248,6.07126240298313,6.5698105094625,6.40482314856911
"ARHGAP5",8.57928485393916,8.65417124333165,8.33149714388756,7.69757741356706,8.25648168619372,7.69247715153416,8.65314360902204,7.18448381311429,8.317769400561,7.64263014286164,7.97886576798016,7.85744297621071,7.82653092856937,8.05874343576615,8.08156842521142,8.30316050265534,7.42357437124467,6.52615912058142,7.09779092871655,5.96199386710403,6.56959380308605,5.62404166463348,7.4041175007071,7.74507613224158,7.69757741356706,6.14386421703515,7.58182532155009,7.85345686687886,8.43102911364547,7.53708651714285,8.07448342168703,7.54016877268045,8.31931455798252,7.07369693317306,8.11915470656865
"LIFR",9.39620332601355,9.5495365342318,9.18571393103958,7.86206365383279,9.17281439452187,9.08925934094822,9.39409334345606,8.09231005374821,8.77728295671781,7.41867793484343,9.04948953148472,8.89779543312692,8.5364758183171,9.11580256582267,9.26826996947961,9.19105331865088,7.76665037294828,6.91057293463012,7.31976582465851,6.20508722355838,7.03677863144171,6.53754177113877,7.2612803699635,8.8246986442594,7.86206365383279,6.52834390033363,8.45536726080299,9.01181196484126,9.08735037912866,7.30421196925557,8.22131164948802,7.78025905341349,9.06004682474159,8.19224104319478,9.01171195570636
"LMAN1",7.18981102174995,7.19315525424883,6.81032051650545,6.49599713967962,6.6476324604266,6.68768172817584,7.6977453440269,6.4855590776304,6.98071616318146,6.64034574498872,6.82653384064319,7.08889514080189,6.68473270175048,7.23323489130786,6.74395630926948,7.12462596494167,6.32602201642407,5.39151635415376,5.83669062888618,5.00738165692588,5.4526024969654,5.46197009487836,6.47231888993517,6.81086102265903,6.49599713967962,4.91222378040585,6.73784312931673,7.08589569446242,7.12243365372912,6.60043030557526,6.85356008883515,6.43024523562169,6.94924388456175,6.44166247959336,7.57409509553717
"LPP",8.17191629931432,6.61069722299248,7.93613099786764,8.17921597208651,8.06904341810821,7.16418508328537,6.22006172773117,9.38415801353212,7.8916758554596,7.64086635496312,6.61187597840343,6.58506158245337,7.08988474842715,7.63171448688933,7.59389848026713,8.1253562055484,8.07175014464801,8.31949949079062,8.69430759364355,8.9023020678193,8.40984046526815,8.75391013425216,7.47871822206629,6.94598195863817,8.17921597208651,8.88969228550764,7.56625079157979,6.39884956331038,7.87886831510638,7.87483496823194,7.24501712884491,7.3231443902747,7.84936720778897,5.5837424212453,6.35417437035788
"MBNL1",8.00554767936443,7.71737145786903,7.78455313654991,6.76925048117975,7.7521681134104,7.44395549564099,7.94877042847758,7.26518636286103,7.70723033291888,6.96071819392989,6.99767298039284,7.84110280714028,7.06447112717415,7.06286883769674,7.38368959425081,7.36713593203879,7.48825005180544,6.05996817912618,6.3065495096618,5.68494505579947,6.12247598046898,5.94901584019886,5.92159599567896,7.27800832066447,6.76925048117975,5.444640348774,7.91484808697678,8.45122898298068,7.57579152924756,6.92428219119633,6.97879072604207,6.48234208132474,7.51513146672087,7.35829948735932,7.31992355142614
"CD46",8.62369647762624,8.55289629363924,8.15419026704063,7.27882150102837,8.07768362118498,8.43166682554369,8.4485209493319,8.08121735808396,8.34416282193526,7.97817139618647,8.00474554857229,8.43001893724293,8.21714988040627,8.57380041728797,8.31332751960492,8.21152012345259,8.17383418152079,6.96820363445641,7.04079445402826,6.23585616355596,6.60236373060842,6.97902334788146,8.10004900075093,8.57033850876029,7.27882150102837,6.75674320817165,7.92435697774365,8.35222579661836,8.68309084503445,8.15437049432363,8.35470883935324,8.02116502305898,8.19224984699957,8.06308124469535,8.58688917194586
"MKLN1",5.90350598208054,5.69929576833882,5.94201941488458,4.42987720692714,5.85067963658982,4.63379845987642,5.38432523379891,4.53906957988681,5.36060832498791,5.16680179150766,5.63422158086071,5.10935110572721,5.61913412523586,5.62892697069864,5.57160262577941,5.65828781937028,5.12391902691434,3.67374390520335,4.04127426280158,3.46587777628752,3.78077847232569,3.40977972267644,4.80622386448139,5.36235531660208,4.42987720692714,3.62904254358,4.95235217393636,5.30832236179503,5.91988398482789,5.14604315932203,5.80337394825047,4.88982660493683,5.55670785095609,4.49265150216401,5.2994675399122
"NFIA",8.19908113159179,8.40459773594651,7.72569818707177,7.20384681459376,7.71471521506907,7.29762385833377,8.54365495637242,7.14605643903405,6.91231316178411,6.85684089476499,7.56364143221453,7.00025550821265,7.50014300646971,8.59810183837509,7.62924309488407,7.71689707346621,6.54387505317363,5.45865024030706,5.6351253068322,4.0336067217251,4.8627353304826,4.3393800624622,6.7304512950752,7.49814422392826,7.20384681459376,4.57663375643046,6.80229262613989,6.56388740986784,7.9663913811846,7.03164135508904,7.80106934325125,7.58840642526007,7.71417711159563,5.95492330415633,7.37494718826476
"PAFAH1B1",9.05404353676295,9.5144180087107,8.83283725867294,8.98955621844637,8.99711985608497,8.47565348950635,9.8396907477393,8.44301576028596,9.06565973222317,9.4223002993933,8.629965420693,8.6247941389151,10.0713032001953,9.51176676706071,9.19006837934836,8.76779127462261,9.49769880463156,9.13533493778508,8.86468191482243,7.50083407403619,8.9204956439082,6.93141395752332,9.51606110854372,9.72102184549334,8.98955621844637,7.28859658798953,9.13572735701183,9.43940947749312,9.60683625640059,10.4652173193805,10.8615930286646,9.05095489824106,9.69297097051079,9.24297882895007,10.0672873740304
"SPOCK3",7.82819583154554,8.22437089698222,7.77127890323517,6.913626955007,8.05312023355803,7.79952920036223,9.1144439292703,7.40668580849288,8.09521349712125,7.37213396134042,5.96327946330106,8.83205054816327,7.54773876569242,7.63981446353046,7.97925934702029,7.97218062379337,7.3021044732974,7.36811223417674,6.95087573959155,6.25999581425351,7.45082444226075,6.17876614804268,7.53826955796965,8.13382811088097,6.913626955007,6.46339905879297,8.47155579921933,8.85314236227827,8.90103231968439,6.71157406259003,7.28246146006845,7.63981446353046,8.60082895108777,8.89000375517261,8.50859962055202
"TMED5",7.85831432525654,7.82288372877262,7.38900652140177,5.69558971515005,7.23168505798215,6.96285444955337,7.80423041064309,6.02636875356119,7.80632708097752,6.86331624146629,6.51957352996614,7.79307520479844,6.85287958487859,7.4501608295752,7.33384329408909,6.78076389236473,6.97734920151948,6.08343456116547,6.31358469748964,6.0274210697771,6.34465361371529,5.67497157336509,6.38785963166625,7.35225189589878,5.69558971515005,6.1960328613643,6.88630939440728,7.7080801697007,7.886832963206,7.94054008974031,7.10597387322333,6.37797864270859,7.29231523968492,6.57881857179807,7.93797713129233
"ABHD17B",8.99670483555177,8.34407761733899,8.91054445779247,8.03667226407311,9.01331869714485,7.95792232656979,9.13933115653456,8.3459131020955,8.73856630641491,8.22705605002785,7.34435998787129,9.25314639590898,8.52091792378811,8.65151987919835,8.5093644376081,9.03652181623468,8.30287445474493,7.76450293579501,7.64786296030125,6.22532806022303,7.85439997589836,6.32396267231928,8.30249728170664,8.90012641942995,8.03667226407311,6.6687905244519,9.44719214335452,8.80062076804915,9.22770916965732,7.91215018215923,8.44758610100067,8.45911131928884,9.2096829267065,8.74817200679034,8.65094286373569
"KLF3",7.49445157784944,7.84300221848423,7.24882891397335,6.38145486982103,7.45990563515843,5.94530420297577,8.01982196975917,6.0664269946693,7.35590110173948,6.51362654492217,6.51957352996614,7.32128283225106,6.82500179370856,7.33099780855265,7.69326939088861,6.92366140760583,7.30388718526471,6.04776299241552,6.45576809953192,5.18321879159409,6.10795256415689,5.29538872793281,6.35380141098988,6.96307437080742,6.38145486982103,5.16829969593383,7.00058979789773,7.11763885504674,7.59565228597635,6.62089730531588,7.4365972466402,6.31702424800001,7.36032229329416,6.73390810130598,7.21836136212431
"CDK17",7.57790418584825,7.59633318555785,7.49361292094903,7.07533702556356,7.55840279702135,7.11267661576857,8.22701947733881,6.68473106386073,7.48449269194595,7.40166999235633,6.63020475803921,7.74038582531725,8.09989876565748,7.52637993417046,7.55438589100213,7.17840123346005,7.96319224854538,6.31059217276854,6.24635688322322,5.14994267980391,6.21832919903437,5.07101629631029,7.76573225620392,7.57377139978891,7.07533702556356,5.10466553689259,7.67934554248319,8.08772522719814,7.79101587076774,7.83260369002047,8.62234488986206,7.00035590824223,7.95874009743234,7.59995348088928,7.93198713022204
"PDE1C",5.75478911443249,5.69217740820748,5.86762532970946,5.43555276003284,6.55426002141405,5.75316762099095,6.80812879184749,6.07604548115295,6.27279704295929,5.23501255584861,4.85631596713704,6.61403100218261,5.58136399346358,5.69851218875438,5.8413891215657,6.55642489130271,4.87876542925346,5.34738409022313,5.11270780970563,4.60102313872513,5.09655579859955,4.68402276038269,5.56643512602076,5.83815365710013,5.43555276003284,5.19462879884412,7.17037385059864,6.91470593315701,6.84414026453923,4.89224550687987,5.25588028516272,5.69814908444406,6.5748622821402,6.51342324875514,6.07005436559621
"UFM1",8.19580393914013,7.94908983224738,7.75987941033106,7.88810332280687,8.3363252462288,8.00828971367298,8.97042775559876,7.60383449929267,7.99901999091009,7.70647304649956,8.02568292774159,7.78561087933239,8.55057270575389,8.26188220454474,7.96530187690101,8.23930465432561,8.45545900143308,7.14190407139669,6.9738696793313,5.96592868501181,6.64164812703137,5.80443481128313,8.06924323472818,8.05311935601671,7.88810332280687,6.0539217807938,7.50142523840931,7.5728360877931,8.16080574291744,8.76907428535844,8.90529621422754,7.44422756608544,8.41651332670113,8.35301220608261,9.01723621850752
